prey,predator,prey_payoff,predator_payoff
N,N,1.1673172152,0.8065555139
D,D,1.1255628421,0.8437088225
P1,P1,1.1375296268,0.8353794769
D,M2,1.1180830116,0.8533091860
N,M2,1.1076216708,0.8281550688
D,M1,1.1656816943,0.8298470298
D,P2,1.1306523054,0.8480472627
D,P1,1.1568819990,0.8335875095
N,P1,1.0984060517,0.8320842218
N,P2,1.1266547346,0.8222447002
P1,D,1.1077481859,0.8444978596
P1,N,1.2128836969,0.8094830338
N,M1,1.1172385071,0.8262142926
D,N,1.2127240029,0.8189510739
N,D,1.1061755526,0.8233215711
P1,P2,1.0302456421,0.8803017478
P1,M2,0.9971288537,0.8924716397
P2,P2,1.1302452476,0.8271397033
P1,M1,1.1531034797,0.8301221579
P2,D,1.1069207482,0.8337447325
M1,M1,1.1344865897,0.8309683631
P2,M1,1.1506509798,0.8182317490
P2,N,1.1836470945,0.8086237154
M1,D,1.0940544100,0.8447429158
M1,N,1.1980417984,0.8086201356
P2,M2,1.1152065192,0.8321623230
M1,P2,0.9978563625,0.8873774319
M1,P1,1.1196482420,0.8359089284
M2,D,1.1206315298,0.8336874648
P2,P1,1.1471487019,0.8189653967
M2,N,1.1985077128,0.8094831598
M1,M2,0.9691283021,0.8971636366
M2,M2,1.1332678098,0.8315578714
M2,P2,1.1490523120,0.8262115008
M2,P1,1.1554942718,0.8221932986
M2,M1,1.1581302982,0.8218429112
