prey,predator,prey_payoff,predator_payoff
D,D,1.0991682722,0.8527610645
N,N,1.1338909456,0.8199626902
P1,P1,1.1263095382,0.8382462260
N,M2,1.0900570123,0.8333269528
D,M2,1.1033370951,0.8571673491
D,P2,1.1168173589,0.8517018762
D,M1,1.1503481036,0.8344847478
N,P1,1.0810025492,0.8369803841
N,P2,1.1094019385,0.8278606853
D,P1,1.1420790779,0.8378992036
N,M1,1.0999259535,0.8316546525
P1,D,1.0437284692,0.8641532919
P1,N,1.1569101747,0.8311789983
D,N,1.1020431465,0.8611815724
N,D,1.0744296123,0.8344561539
P1,P2,0.9858274081,0.8950646204
P1,M2,0.9536135902,0.9062251935
P1,M1,1.1407123911,0.8337391808
P2,P2,1.1192951549,0.8301970842
P2,D,1.0843774215,0.8398570495
M1,M1,1.1232893241,0.8339981455
P2,N,1.1187424441,0.8333120679
M1,N,1.1327303952,0.8331083716
P2,M2,1.1038143444,0.8349590837
M1,D,1.0313694117,0.8641096892
M1,P1,1.1081934282,0.8385998537
P2,M1,1.1273834751,0.8261539057
M1,P2,0.9541075037,0.9018936331
M2,D,1.0976653461,0.8398578840
M2,N,1.1426127859,0.8314695901
P2,P1,1.1204112001,0.8282208664
M1,M2,0.9214444593,0.9127746056
M2,M2,1.1222627323,0.8344764818
M2,P1,1.1322631645,0.8299205345
M2,P2,1.1369646567,0.8298401005
M2,M1,1.1368209280,0.8286377951
